SegmentName:,X-coord:,Y-coord:,Z-coord:,Area:,Elasticity:,Thickness:,Radius:,Type:,BC:,Total Nodes:
right_subclavian_artery,-17.313,-99.947,1347,6E-05,400000,0.0007,3.7465,Artery,,
right_subclavian_artery,-25.978,-95.475,1357,6E-05,400000,0.0007,3.5896,Artery,bifurcation,
right_subclavian_artery,-42.792,-90.317,1353.2,6E-05,400000,0.0007,3.4976,Artery,,
right_subclavian_artery,-59.587,-96.828,1345.6,6E-05,400000,0.0007,2.9281,Artery,,
right_axillary_artery,-80.347,-103.02,1336.4,4E-05,400000,0.0005,3.343,Artery,,
right_axillary_artery,-102.154,-99.7349,1326.57,3.736364E-05,400000,0.0005,3.3392,Artery,,
right_axillary_artery,-121.61,-93.751,1318.5,3.472728E-05,400000,0.0005,3.2247,Artery,,
right_axillary_artery,-137.73,-88.962,1298.9,3.209092E-05,400000,0.0005,3.1161,Artery,,
right_axillary_artery,-146.12,-83.146,1270.4,2.945456E-05,400000,0.0005,2.992,Artery,,
right_axillary_artery,-146.12,-83.146,1270.4,2.68182E-05,400000,0.0005,2.992,Artery,,
right_brachial_artery,-154.73,-79.618,1234.1,2.418184E-05,400000,0.0005,3.2483,Artery,,
right_brachial_artery,-173.52,-75.345,1192.5,2.154548E-05,400000,0.0005,2.9885,Artery,,
right_brachial_artery,-184.42,-79.867,1141.3,1.890912E-05,400000,0.0005,2.7008,Artery,,
right_brachial_artery,-192.22,-86.029,1091.2,1.627276E-05,400000,0.0005,2.402,Artery,,
right_brachial_artery,-203.19,-86.412,1051.1,1.36364E-05,400000,0.0005,2.1583,Artery,,
right_brachial_artery,-215.75,-85.067,1022.2,1.1E-05,400000,0.0005,1.4871,Artery,bifurcation,
right_radial_artery,-226.26,-89.673,1009.8,6.2E-06,600000,0.0004,1.818,Artery,,
right_radial_artery,-238.38,-93.325,994.4,6.2E-06,600000,0.0004,1.7686,Artery,,
right_radial_artery,-250.28,-93.807,975.46,6.2E-06,600000,0.0004,1.7104,Artery,,
right_radial_artery,-256.71,-89.554,951.39,6.2E-06,600000,0.0004,1.6499,Artery,,
right_radial_artery,-256.87,-85.373,924.07,6.2E-06,600000,0.0004,1.5869,Artery,,
right_radial_artery,-260.05,-92.418,894.11,6.2E-06,600000,0.0004,1.5052,Artery,,
right_radial_artery,-263.5,-102.47,874.44,6.2E-06,600000,0.0004,1.4642,Artery,,
right_radial_artery,-267.47,-117.73,849.39,6.2E-06,600000,0.0004,1.3953,Artery,,
right_radial_artery,-271.42,-121.32,820.86,6.2E-06,600000,0.0004,1.2973,Artery,,
right_radial_artery,-278.36,-119.17,792.27,6.2E-06,600000,0.0004,1.0666,Artery,terminal,
right_ulnar_artery,-213.84,-80.231,1009.5,6.2E-06,600000,0.0004,1.829,Artery,,
right_ulnar_artery,-212.95,-78.864,998.52,6.2E-06,600000,0.0004,1.7981,Artery,bifurcation,
right_ulnar_artery,-212.97,-82.34,987.63,3.8E-06,600000,0.0004,1.7701,Artery,,
right_ulnar_artery,-213.75,-90.6,974.22,3.8E-06,600000,0.0004,1.7276,Artery,,
right_ulnar_artery,-214.43,-99.25,950.96,3.8E-06,600000,0.0004,1.6667,Artery,,
right_ulnar_artery,-215.41,-101.77,925.25,3.8E-06,600000,0.0004,1.5953,Artery,,
right_ulnar_artery,-219.83,-104.38,898.13,3.8E-06,600000,0.0004,1.5248,Artery,,
right_ulnar_artery,-228.58,-111.78,869.11,3.8E-06,600000,0.0004,1.4514,Artery,,
